Product Name,Supported Apps,OS,Resolution,Speaker Output,Refresh Rate,Rating,Original Price,Discounted Price
SAMSUNG 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->78,900</div>","<div class=""_30jeq3 _1_WHN1"">₹57,590</div>"
Haier 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->43,990</div>","<div class=""_30jeq3 _1_WHN1"">₹34,999</div>"
SAMSUNG Crystal 4K Pro 163 cm (65 inch) Ultra HD (4K) LED Smart TV with Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,25,900</div>","<div class=""_30jeq3 _1_WHN1"">₹91,999</div>"
SAMSUNG 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->92,900</div>","<div class=""_30jeq3 _1_WHN1"">₹79,990</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,699</div>"
SAMSUNG Q Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->3,74,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,79,999</div>"
Lloyd Clara 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate,4.8,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,53,990</div>","<div class=""_30jeq3 _1_WHN1"">₹74,999</div>"
SAMSUNG The Serif Series 123 cm (49 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,4.9,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,29,900</div>","<div class=""_30jeq3 _1_WHN1"">₹89,999</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,06,990</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
SAMSUNG 139 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.7,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,34,900</div>","<div class=""_30jeq3 _1_WHN1"">₹89,990</div>"
iFFALCON 163.8 cm (65 inch) QLED Ultra HD (4K) Smart Android TV HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,86,990</div>","<div class=""_30jeq3 _1_WHN1"">₹89,999</div>"
PHILIPS 6600 146 cm (58 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,19,990</div>","<div class=""_30jeq3 _1_WHN1"">₹45,999</div>"
SAMSUNG 147 cm (58 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.8,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->94,900</div>","<div class=""_30jeq3 _1_WHN1"">₹69,990</div>"
SAMSUNG 165.1 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹94,990</div>"
SAMSUNG 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->74,900</div>","<div class=""_30jeq3 _1_WHN1"">₹60,990</div>"
SAMSUNG Q60RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,43,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,21,999</div>"
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,33,900</div>","<div class=""_30jeq3 _1_WHN1"">₹84,999</div>"
SAMSUNG 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->99,900</div>","<div class=""_30jeq3 _1_WHN1"">₹79,990</div>"
SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,49,900</div>","<div class=""_30jeq3 _1_WHN1"">₹89,999</div>"
Lloyd Clara 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,990</div>","<div class=""_30jeq3 _1_WHN1"">₹33,999</div>"
Coocaa 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 10.0 Q,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->54,990</div>","<div class=""_30jeq3 _1_WHN1"">₹26,499</div>"
iFFALCON by TCL 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,06,990</div>","<div class=""_30jeq3 _1_WHN1"">₹54,999</div>"
iFFALCON V2A 163.83 cm (65 inch) QLED Ultra HD (4K) Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,29,990</div>","<div class=""_30jeq3 _1_WHN1"">₹89,999</div>"
Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 10.0 Q,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->64,990</div>","<div class=""_30jeq3 _1_WHN1"">₹35,999</div>"
Lloyd Clara 126 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->84,990</div>","<div class=""_30jeq3 _1_WHN1"">₹44,999</div>"
SAMSUNG Q60RAK 123 cm (49 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.8,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,01,900</div>","<div class=""_30jeq3 _1_WHN1"">₹69,990</div>"
ONIDA Live Genius 107.95 cm (42.5 inch) Ultra HD (4K) LED Smart TV,Youtube,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->49,990</div>","<div class=""_30jeq3 _1_WHN1"">₹29,799</div>"
Mi 4X 125.7 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->44,699</div>","<div class=""_30jeq3 _1_WHN1"">₹39,560</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,699</div>"
ONIDA Google Certified 107.97 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->52,990</div>","<div class=""_30jeq3 _1_WHN1"">₹31,999</div>"
SAMSUNG Super 6 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->66,900</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
Haier 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,990</div>","<div class=""_30jeq3 _1_WHN1"">₹38,001</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,06,990</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
SAMSUNG 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4 x HDMI | 3 x USB,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,79,900</div>","<div class=""_30jeq3 _1_WHN1"">₹85,000</div>"
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,120 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->77,900</div>","<div class=""_30jeq3 _1_WHN1"">₹43,382</div>"
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->59,900</div>","<div class=""_30jeq3 _1_WHN1"">₹37,990</div>"
SAMSUNG UHD 8 Series 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->56,900</div>","<div class=""_30jeq3 _1_WHN1"">₹41,470</div>"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->88,900</div>","<div class=""_30jeq3 _1_WHN1"">₹49,500</div>"
OnePlus Q1 Series 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹62,899</div>"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->67,069</div>","<div class=""_30jeq3 _1_WHN1"">₹50,980</div>"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->99,900</div>","<div class=""_30jeq3 _1_WHN1"">₹46,839</div>"
SAMSUNG Series 7 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,09,900</div>","<div class=""_30jeq3 _1_WHN1"">₹61,441</div>"
SAMSUNG 109.2 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹37,356</div>"
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->45,000</div>","<div class=""_30jeq3 _1_WHN1"">₹30,999</div>"
Vu 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->60,000</div>","<div class=""_30jeq3 _1_WHN1"">₹37,900</div>"
iFFALCON by TCL AI Powered K3A 163.9 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Super Narrow...,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,29,999</div>","<div class=""_30jeq3 _1_WHN1"">₹57,999</div>"
OnePlus Q1 Series 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV Sliding Soundbar,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->99,900</div>","<div class=""_30jeq3 _1_WHN1"">₹84,899</div>"
Vu Pixelight 126 cm (50 inch) Ultra HD (4K) LED Smart TV with cricket mode,Netflix|Prime Video|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->41,990</div>","<div class=""_30jeq3 _1_WHN1"">₹26,360</div>"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->68,400</div>","<div class=""_30jeq3 _1_WHN1"">₹48,999</div>"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,20 W Speaker Output,200 Hz Refresh Rate,3 x HDMI | 2 x USB,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,25,900</div>","<div class=""_30jeq3 _1_WHN1"">₹89,990</div>"
SAMSUNG Series 8 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,19,000</div>"
SAMSUNG Series 7 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹47,999</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,699</div>"
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->67,900</div>","<div class=""_30jeq3 _1_WHN1"">₹50,199</div>"
Haier 4k Smart 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->89,990</div>","<div class=""_30jeq3 _1_WHN1"">₹54,499</div>"
SAMSUNG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,04,905</div>","<div class=""_30jeq3 _1_WHN1"">₹57,500</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,06,990</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
iFFALCON by TCL AI Powered K31 138.78 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,699</div>"
SAMSUNG Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,57,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,09,999</div>"
Coocaa 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,999</div>","<div class=""_30jeq3 _1_WHN1"">₹31,999</div>"
SAMSUNG Super 6 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->94,900</div>","<div class=""_30jeq3 _1_WHN1"">₹46,999</div>"
SAMSUNG Q60RAK 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->94,900</div>","<div class=""_30jeq3 _1_WHN1"">₹56,450</div>"
SAMSUNG The Frame 163 CM (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,84,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,59,999</div>"
ONIDA Google Certified 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->68,990</div>","<div class=""_30jeq3 _1_WHN1"">₹38,799</div>"
TOSHIBA U79 Series 139 cm (55 inch) Ultra HD (4K) LED Smart TV with Dolby Vision & ATMOS,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->54,990</div>","<div class=""_30jeq3 _1_WHN1"">₹48,999</div>"
iFFALCON by TCL AI Powered K31 125.73 cm (50 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->58,990</div>","<div class=""_30jeq3 _1_WHN1"">₹37,999</div>"
Vu Pixelight 138 cm (55 inch) Ultra HD (4K) LED Smart TV with Cricket Mode,Netflix|Prime Video|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->49,990</div>","<div class=""_30jeq3 _1_WHN1"">₹29,950</div>"
Haier 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->89,990</div>","<div class=""_30jeq3 _1_WHN1"">₹46,890</div>"
Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->59,990</div>","<div class=""_30jeq3 _1_WHN1"">₹28,999</div>"
SAMSUNG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.7,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->97,348</div>","<div class=""_30jeq3 _1_WHN1"">₹49,150</div>"
iFFALCON by TCL 163.8 cm (65 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,56,990</div>","<div class=""_30jeq3 _1_WHN1"">₹67,499</div>"
Vu Quantum Pixelight 165 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,45 W Speaker Output,100 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,03,600</div>","<div class=""_30jeq3 _1_WHN1"">₹1,05,000</div>"
SAMSUNG Series 8 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,100 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,29,900</div>","<div class=""_30jeq3 _1_WHN1"">₹69,990</div>"
